name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),rating_votes_score,cuisine_category,rest_type_category,first_cuisine_category
Roll Over,Yes,No,3.9,89.0,Malleshwaram,Dessert Parlor,"Ice Cream, Beverages, Fast Food",500.0,,,347.09999999999997,Street Food & Snacks,Dessert & Beverage Shops,Desserts & Sweets
McDonald's,Yes,No,3.9,281.0,New BEL Road,Quick Bites,"Fast Food, Burger",500.0,Delivery,Malleshwaram,1095.8999999999999,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Cafe Centralis,Yes,No,2.8,114.0,New BEL Road,Cafe,Cafe,600.0,Delivery,Malleshwaram,319.2,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Sree Ganesh Fruit Juice Centre,Yes,No,3.6,12.0,Malleshwaram,Beverage Shop,Beverages,100.0,Delivery,Malleshwaram,43.2,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
The Street Kitchen,Yes,No,3.7,16.0,New BEL Road,Quick Bites,"North Indian, Fast Food, Chinese, Beverages",300.0,Delivery,Malleshwaram,59.2,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Coastal Express,Yes,No,3.4,35.0,Malleshwaram,Quick Bites,South Indian,300.0,Delivery,Malleshwaram,119.0,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
3G's - Gulp & Groove,Yes,Yes,4.1,662.0,Malleshwaram,"Bar, Casual Dining","Finger Food, Continental, Chinese",1100.0,Delivery,Malleshwaram,2714.2,Chinese & Pan-Asian Delights,Casual Dining & Bar,Global Fusion & Others
Shree Guru Sagar Fast Food,Yes,No,3.6,28.0,Rajajinagar,Quick Bites,"North Indian, South Indian, Chinese",300.0,Delivery,Malleshwaram,100.8,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Kadai,Yes,No,3.6,73.0,Basaveshwara Nagar,Casual Dining,"North Indian, Chinese, Seafood, South Indian",450.0,Delivery,Malleshwaram,262.8,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Peppermill Bistro,Yes,Yes,4.0,868.0,New BEL Road,"Casual Dining, Cafe","Continental, European, Mediterranean, Cafe, Steak",1000.0,Delivery,Malleshwaram,3472.0,Continental & Cafe Culture,Casual Dining & Bar,Continental & Cafe Culture
Dhadoom,Yes,No,4.0,58.0,Malleshwaram,Food Court,"North Indian, Street Food, Pizza, Burger, Sandwich",300.0,Delivery,Malleshwaram,232.0,North Indian & Mughlai Cuisine,Food Court & Lounge,North Indian & Mughlai Cuisine
Sri Ganesh Fruit Juice Centre,Yes,No,3.2,8.0,RT Nagar,Beverage Shop,Juices,100.0,Delivery,Malleshwaram,25.6,Health & Nutrition,Dessert & Beverage Shops,Health & Nutrition
Ambur Darbar Biriyani Point,Yes,No,3.2,24.0,Yeshwantpur,Quick Bites,Biryani,200.0,Delivery,Malleshwaram,76.80000000000001,Biryani & Andhra Cuisine,Quick Bites & Takeaway,Biryani & Andhra Cuisine
Domino's Pizza,Yes,No,4.0,377.0,Malleshwaram,Quick Bites,"Pizza, Fast Food",400.0,Delivery,Malleshwaram,1508.0,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
The Biryani Culture,Yes,No,3.2,9.0,Malleshwaram,Food Court,North Indian,500.0,Delivery,Malleshwaram,28.8,North Indian & Mughlai Cuisine,Food Court & Lounge,North Indian & Mughlai Cuisine
Fish Corner,Yes,No,3.7,118.0,Yeshwantpur,Quick Bites,"North Indian, Chinese, Seafood",400.0,Delivery,Malleshwaram,436.6,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Plated,Yes,Yes,4.1,552.0,New BEL Road,Cafe,"Cafe, Continental",800.0,Delivery,Malleshwaram,2263.2,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Khan Saheb Grills and Rolls,Yes,No,3.7,114.0,New BEL Road,Quick Bites,Fast Food,400.0,Delivery,Malleshwaram,421.8,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Saladtimes,Yes,No,3.8,28.0,Yeshwantpur,Quick Bites,"Healthy Food, Fast Food",500.0,Delivery,Malleshwaram,106.39999999999999,Street Food & Snacks,Quick Bites & Takeaway,Global Fusion & Others
7 Plates,Yes,No,3.9,210.0,RT Nagar,Quick Bites,"North Indian, Mughlai, Rolls, Fast Food",600.0,Delivery,Malleshwaram,819.0,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Crazy Pizza,Yes,No,3.4,5.0,Malleshwaram,"Food Court, Quick Bites","Pizza, Fast Food",400.0,Delivery,Malleshwaram,17.0,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Aramane Restaurant,Yes,No,3.0,75.0,Rajajinagar,Quick Bites,"South Indian, Chinese, Fast Food",300.0,Delivery,Malleshwaram,225.0,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Halli Mane Donne Biriyani,Yes,No,4.1,87.0,Rajajinagar,Quick Bites,"Biryani, Seafood",400.0,,,356.7,Biryani & Andhra Cuisine,Quick Bites & Takeaway,Biryani & Andhra Cuisine
The Big Bellyz,Yes,No,3.9,105.0,Malleshwaram,Quick Bites,"Fast Food, Beverages, Momos",300.0,Delivery,Malleshwaram,409.5,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Ootada Mane,Yes,No,2.9,67.0,Yeshwantpur,Casual Dining,"South Indian, North Indian, Chinese",600.0,Delivery,Malleshwaram,194.29999999999998,North Indian & Mughlai Cuisine,Casual Dining & Bar,South Indian Traditional
Upsouth,Yes,No,4.1,489.0,Malleshwaram,Quick Bites,South Indian,300.0,Delivery,Malleshwaram,2004.8999999999999,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Cream & Fudge,Yes,No,3.3,4.0,Malleshwaram,Dessert Parlor,"Ice Cream, Desserts",250.0,Delivery,Malleshwaram,13.2,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Tastie's,No,No,3.2,10.0,Basaveshwara Nagar,"Quick Bites, Beverage Shop","Fast Food, Beverages, Ice Cream",150.0,Delivery,Malleshwaram,32.0,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Cold Station,Yes,No,3.8,18.0,Rajajinagar,Quick Bites,"Fast Food, Desserts",250.0,Delivery,Malleshwaram,68.39999999999999,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Ragoo's Kitchen,Yes,No,3.1,94.0,Rajajinagar,Quick Bites,"Mangalorean, Chinese, North Indian, Biryani",350.0,Delivery,Malleshwaram,291.40000000000003,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,Global Fusion & Others
Cafe Rossini,Yes,No,3.9,431.0,New BEL Road,Casual Dining,"Continental, Italian, Chinese",700.0,Delivery,Malleshwaram,1680.8999999999999,Chinese & Pan-Asian Delights,Casual Dining & Bar,Continental & Cafe Culture
Kettle & Kegs,Yes,No,3.2,4.0,Sanjay Nagar,Delivery,"Tea, Beverages",200.0,Delivery,Malleshwaram,12.8,Desserts & Sweets,Delivery Only,Global Fusion & Others
Namakh Store And Cafe,Yes,No,3.7,18.0,New BEL Road,Cafe,"Cafe, Continental, American",400.0,Delivery,Malleshwaram,66.60000000000001,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Baskin Robbins,Yes,No,2.9,20.0,Rajajinagar,Dessert Parlor,"Ice Cream, Desserts",250.0,Delivery,Malleshwaram,58.0,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Maiyas,Yes,No,3.9,291.0,Malleshwaram,"Quick Bites, Bakery","South Indian, North Indian, Chinese, Bakery, Desserts",300.0,Delivery,Malleshwaram,1134.8999999999999,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,South Indian Traditional
Ujwal Bar & Restaurant,Yes,No,3.8,111.0,RT Nagar,Casual Dining,"Seafood, North Indian, Chinese",750.0,Delivery,Malleshwaram,421.79999999999995,North Indian & Mughlai Cuisine,Casual Dining & Bar,Seafood & Coastal Flavors
Cafe Poetry,Yes,No,3.7,55.0,New BEL Road,Cafe,"Cafe, Beverages, Healthy Food",400.0,,,203.5,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Sha-e-Darbar,Yes,No,3.7,61.0,Yeshwantpur,Quick Bites,"North Indian, Chinese",400.0,Delivery,Malleshwaram,225.70000000000002,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Ember The Calabash,Yes,No,4.1,669.0,New BEL Road,Cafe,"Cafe, Italian, Continental, Beverages",800.0,Delivery,Malleshwaram,2742.8999999999996,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Jay Bhavani Vadapav,Yes,No,3.5,25.0,Seshadripuram,Quick Bites,"Maharashtrian, Street Food",150.0,Delivery,Malleshwaram,87.5,Street Food & Snacks,Quick Bites & Takeaway,Global Fusion & Others
Singh Saab Dhaba,Yes,No,3.8,21.0,Malleshwaram,Casual Dining,"Fast Food, North Indian",400.0,Delivery,Malleshwaram,79.8,North Indian & Mughlai Cuisine,Casual Dining & Bar,Street Food & Snacks
Surya Refreshments,Yes,No,3.9,40.0,Malleshwaram,Quick Bites,South Indian,150.0,Delivery,Malleshwaram,156.0,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Sweet Chariot,Yes,No,3.1,7.0,Basaveshwara Nagar,Dessert Parlor,"Bakery, Fast Food",500.0,Delivery,Malleshwaram,21.7,Street Food & Snacks,Dessert & Beverage Shops,Desserts & Sweets
Karavali Deluxe,Yes,No,3.6,23.0,Yeshwantpur,Quick Bites,"North Indian, Chinese",450.0,Delivery,Malleshwaram,82.8,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
La Heaven,Yes,No,3.8,87.0,Malleshwaram,"Bakery, Dessert Parlor","Bakery, Desserts",400.0,Delivery,Malleshwaram,330.59999999999997,Desserts & Sweets,Cafe & Bakery,Desserts & Sweets
Carbon Cup,Yes,No,3.5,12.0,New BEL Road,Quick Bites,"North Indian, Arabian, Fast Food, Chinese",400.0,Delivery,Malleshwaram,42.0,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
New Sagar Fast food,Yes,No,3.4,13.0,Yeshwantpur,Quick Bites,"South Indian, North Indian, Chinese",250.0,Delivery,Malleshwaram,44.199999999999996,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,South Indian Traditional
Spices The Food Joint,No,No,3.1,9.0,Rajajinagar,Casual Dining,"North Indian, Mangalorean, Chinese",550.0,Delivery,Malleshwaram,27.900000000000002,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Sunaina Sapice,Yes,No,3.3,7.0,New BEL Road,Quick Bites,"South Indian, North Indian, Chinese",200.0,Delivery,Malleshwaram,23.099999999999998,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,South Indian Traditional
Will Way Burgers,Yes,No,3.6,22.0,New BEL Road,Quick Bites,Burger,250.0,Delivery,Malleshwaram,79.2,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Cafe Mandala,Yes,No,3.9,48.0,New BEL Road,Cafe,Cafe,600.0,Delivery,Malleshwaram,187.2,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
The Crust Factory,Yes,No,3.5,11.0,Yeshwantpur,"Bakery, Cafe","Bakery, Cafe, Desserts",400.0,Delivery,Malleshwaram,38.5,Continental & Cafe Culture,Cafe & Bakery,Desserts & Sweets
Food Square,Yes,No,3.2,4.0,Malleshwaram,Quick Bites,"Chinese, Street Food, Rolls",250.0,Delivery,Malleshwaram,12.8,Chinese & Pan-Asian Delights,Quick Bites & Takeaway,Chinese & Pan-Asian Delights
A2B - Adyar Ananda Bhavan,Yes,No,3.5,78.0,RT Nagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,Delivery,Malleshwaram,273.0,North Indian & Mughlai Cuisine,Casual Dining & Bar,South Indian Traditional
Rayalaseema Ruchulu,Yes,No,3.2,112.0,New BEL Road,Casual Dining,"Andhra, North Indian",700.0,Delivery,Malleshwaram,358.40000000000003,North Indian & Mughlai Cuisine,Casual Dining & Bar,Biryani & Andhra Cuisine
Mehfil Family Restaurant,Yes,No,3.0,81.0,Malleshwaram,Quick Bites,North Indian,750.0,Delivery,Malleshwaram,243.0,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Mumbai Spice,Yes,No,3.7,100.0,Malleshwaram,Quick Bites,"North Indian, Chinese",400.0,Delivery,Malleshwaram,370.0,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
New Karavali Restaurant,Yes,No,3.3,5.0,Yeshwantpur,Casual Dining,"North Indian, Seafood, Mangalorean",450.0,Delivery,Malleshwaram,16.5,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Race Course Restaurant,Yes,No,3.2,9.0,Rajajinagar,Quick Bites,"Chinese, North Indian, South Indian",450.0,Delivery,Malleshwaram,28.8,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,Chinese & Pan-Asian Delights
NOC Cafe & Catering,Yes,No,3.2,7.0,New BEL Road,Quick Bites,"North Indian, Fast Food",400.0,Delivery,Malleshwaram,22.400000000000002,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Churn,Yes,No,4.2,58.0,New BEL Road,Quick Bites,"Desserts, Ice Cream",250.0,Delivery,Malleshwaram,243.60000000000002,Desserts & Sweets,Quick Bites & Takeaway,Desserts & Sweets
Sizzling China,Yes,No,2.9,23.0,Malleshwaram,Food Court,Chinese,300.0,Delivery,Malleshwaram,66.7,Chinese & Pan-Asian Delights,Food Court & Lounge,Chinese & Pan-Asian Delights
Nikki's,Yes,No,3.1,43.0,Sadashiv Nagar,Casual Dining,"Chinese, North Indian",600.0,Delivery,Malleshwaram,133.3,North Indian & Mughlai Cuisine,Casual Dining & Bar,Chinese & Pan-Asian Delights
Chaat Lounge,Yes,No,3.0,16.0,Yeshwantpur,"Food Court, Quick Bites","North Indian, Street Food",300.0,Delivery,Malleshwaram,48.0,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
B52 - Sports Bar,Yes,Yes,3.5,107.0,Yeshwantpur,Bar,"Continental, American, Chinese, Finger Food",1200.0,Delivery,Malleshwaram,374.5,Chinese & Pan-Asian Delights,Others,Continental & Cafe Culture
Sai Cafe Veg,No,No,3.5,11.0,Malleshwaram,Quick Bites,Fast Food,250.0,Delivery,Malleshwaram,38.5,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Srushti Coffee,Yes,No,3.4,9.0,Malleshwaram,Quick Bites,South Indian,300.0,Delivery,Malleshwaram,30.599999999999998,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Puff Cafe,Yes,No,3.7,126.0,New BEL Road,Cafe,"Cafe, Italian, American",700.0,Delivery,Malleshwaram,466.20000000000005,Continental & Cafe Culture,Cafe & Bakery,Continental & Cafe Culture
Kargeens,Yes,No,3.9,363.0,New BEL Road,Cafe,"Cafe, Italian, Pizza, Continental",900.0,Delivery,Malleshwaram,1415.7,Street Food & Snacks,Cafe & Bakery,Continental & Cafe Culture
Kitty's Cafe,Yes,No,3.6,43.0,New BEL Road,Quick Bites,Fast Food,300.0,Delivery,Malleshwaram,154.8,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Kudla Beach,Yes,No,3.5,141.0,Rajajinagar,Quick Bites,"North Indian, South Indian, Seafood, Chinese",400.0,Delivery,Malleshwaram,493.5,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Donne Biriyani Angadi Mane,Yes,No,3.8,161.0,New BEL Road,Quick Bites,"Biryani, Chinese",250.0,Delivery,Malleshwaram,611.8,Biryani & Andhra Cuisine,Quick Bites & Takeaway,Biryani & Andhra Cuisine
AQNI,Yes,No,3.6,89.0,New BEL Road,Casual Dining,"North Indian, Mughlai, Biryani, Rolls",650.0,Delivery,Malleshwaram,320.40000000000003,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Bademiyan Kebabs,Yes,No,3.8,86.0,Malleshwaram,Casual Dining,"Kebab, Hyderabadi, Biryani, Charcoal Chicken",600.0,Delivery,Malleshwaram,326.8,Biryani & Andhra Cuisine,Casual Dining & Bar,Global Fusion & Others
Absolute Waffles,Yes,No,3.9,49.0,New BEL Road,Dessert Parlor,"Desserts, Fast Food",200.0,Delivery,Malleshwaram,191.1,Street Food & Snacks,Dessert & Beverage Shops,Desserts & Sweets
Cookie Man,Yes,No,3.7,31.0,Malleshwaram,Dessert Parlor,Bakery,150.0,Delivery,Malleshwaram,114.7,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Veena Stores,Yes,No,4.5,2407.0,Malleshwaram,Quick Bites,South Indian,150.0,,,10831.5,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Hotel Durga Shree Grand,Yes,No,3.6,6.0,Rajajinagar,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200.0,Delivery,Malleshwaram,21.6,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,South Indian Traditional
Pot Biryani,Yes,No,3.8,154.0,New BEL Road,Quick Bites,"North Indian, Chinese, Biryani",450.0,Delivery,Malleshwaram,585.1999999999999,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Garden Kabab Corner,Yes,No,3.4,7.0,Yeshwantpur,Quick Bites,"North Indian, Chinese",200.0,Delivery,Malleshwaram,23.8,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Imperial Restaurant,Yes,No,3.8,253.0,Vasanth Nagar,Casual Dining,"North Indian, Chinese, Biryani",800.0,Delivery,Malleshwaram,961.4,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
California Burrito,No,No,4.2,124.0,Malleshwaram,Food Court,"Mexican, Fast Food",400.0,Delivery,Malleshwaram,520.8000000000001,Street Food & Snacks,Food Court & Lounge,Global Fusion & Others
New Punjabi Pure Veg Restaurant,Yes,No,3.4,221.0,Yeshwantpur,Quick Bites,"South Indian, North Indian",400.0,Delivery,Malleshwaram,751.4,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,South Indian Traditional
Paris Restaurant,Yes,No,3.7,39.0,Yeshwantpur,Casual Dining,"North Indian, Chinese, Biryani",550.0,Delivery,Malleshwaram,144.3,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
UBQ By Barbeque Nation,Yes,No,3.3,13.0,Rajajinagar,Delivery,"North Indian, BBQ, Biryani, Kebab",450.0,Delivery,Malleshwaram,42.9,North Indian & Mughlai Cuisine,Delivery Only,North Indian & Mughlai Cuisine
Shakthi Bar and Restaurant,No,No,3.1,12.0,RT Nagar,"Bar, Casual Dining","North Indian, South Indian, Chinese",900.0,Delivery,Malleshwaram,37.2,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Rajdhani Thali Restaurant,Yes,Yes,4.0,610.0,Malleshwaram,Casual Dining,North Indian,1000.0,Delivery,Malleshwaram,2440.0,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Sindh Kitchen,Yes,Yes,4.2,166.0,Malleshwaram,Casual Dining,"North Indian, Sindhi, Seafood",1100.0,Delivery,Malleshwaram,697.2,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Hatch,Yes,Yes,4.1,469.0,Malleshwaram,"Casual Dining, Bar","North Indian, Mangalorean, Seafood",1200.0,Delivery,Malleshwaram,1922.8999999999999,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Hotel Gowda's,Yes,No,3.5,79.0,Yeshwantpur,Quick Bites,"South Indian, Biryani, North Indian, Chinese",450.0,Delivery,Malleshwaram,276.5,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,South Indian Traditional
Samrat Family Restaurant & Bar,Yes,No,3.2,7.0,RT Nagar,Casual Dining,"North Indian, Andhra, Chinese",600.0,Delivery,Malleshwaram,22.400000000000002,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Natural Ice Cream,No,No,4.3,188.0,Malleshwaram,Dessert Parlor,"Ice Cream, Beverages",200.0,Delivery,Malleshwaram,808.4,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Dil Se Punjabi,Yes,No,3.0,106.0,RT Nagar,Casual Dining,"North Indian, Mughlai, Chinese",550.0,Delivery,Malleshwaram,318.0,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Momo Shop,Yes,No,4.0,124.0,RT Nagar,Quick Bites,"Momos, Street Food, Rolls",200.0,Delivery,Malleshwaram,496.0,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Coastal Biryani Paradise,Yes,No,3.9,140.0,RT Nagar,Casual Dining,"North Indian, Chinese, Biryani",500.0,Delivery,Malleshwaram,546.0,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Biriyani Nights,Yes,No,3.2,711.0,New BEL Road,"Takeaway, Delivery","Biryani, Kebab, Continental",500.0,,,2275.2000000000003,Biryani & Andhra Cuisine,Quick Bites & Takeaway,Biryani & Andhra Cuisine
New Chickpete Donne Biryani,Yes,No,3.1,6.0,Yeshwantpur,Quick Bites,Biryani,300.0,Delivery,Malleshwaram,18.6,Biryani & Andhra Cuisine,Quick Bites & Takeaway,Biryani & Andhra Cuisine
Prana,Yes,No,4.0,238.0,New BEL Road,Cafe,"Cafe, Healthy Food, South Indian",500.0,Delivery,Malleshwaram,952.0,South Indian Traditional,Cafe & Bakery,Continental & Cafe Culture
Kabab Palace,Yes,No,3.8,72.0,Rajajinagar,Quick Bites,"North Indian, Chinese, Kebab",350.0,Delivery,Malleshwaram,273.59999999999997,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Andhra Vantakam,Yes,No,3.9,317.0,Rajajinagar,Casual Dining,"Andhra, Chinese, North Indian, Seafood",800.0,Delivery,Malleshwaram,1236.3,North Indian & Mughlai Cuisine,Casual Dining & Bar,Biryani & Andhra Cuisine
Jashn Hyderabadi Bawarchi,Yes,No,2.9,139.0,New BEL Road,Casual Dining,"Hyderabadi, North Indian, Chinese, Biryani",650.0,Delivery,Malleshwaram,403.09999999999997,North Indian & Mughlai Cuisine,Casual Dining & Bar,Global Fusion & Others
Omleterian,Yes,No,3.6,4.0,New BEL Road,Delivery,"American, Continental",200.0,Delivery,Malleshwaram,14.4,Continental & Cafe Culture,Delivery Only,Global Fusion & Others
Donne Biriyani Angadi Mane,Yes,No,3.8,266.0,Rajajinagar,Quick Bites,"South Indian, Biryani",250.0,Delivery,Malleshwaram,1010.8,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Bon Appetit Resto,Yes,No,3.8,50.0,New BEL Road,Delivery,"North Indian, Chinese",300.0,Delivery,Malleshwaram,190.0,North Indian & Mughlai Cuisine,Delivery Only,North Indian & Mughlai Cuisine
Eater's Cart,Yes,No,3.5,16.0,Rajajinagar,"Takeaway, Delivery","Chinese, Continental, North Indian, South Indian",250.0,Delivery,Malleshwaram,56.0,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,Chinese & Pan-Asian Delights
Sri Krishna Sweets,Yes,No,3.7,27.0,Malleshwaram,Sweet Shop,Mithai,250.0,Delivery,Malleshwaram,99.9,Desserts & Sweets,Others,Desserts & Sweets
Biryani Day,Yes,No,3.8,215.0,Rajajinagar,Quick Bites,"Biryani, Kebab",400.0,Delivery,Malleshwaram,817.0,Biryani & Andhra Cuisine,Quick Bites & Takeaway,Biryani & Andhra Cuisine
Swathi,Yes,No,3.8,591.0,Rajajinagar,Casual Dining,"Andhra, North Indian, Chinese",700.0,Delivery,Malleshwaram,2245.7999999999997,North Indian & Mughlai Cuisine,Casual Dining & Bar,Biryani & Andhra Cuisine
Vande Matharam,Yes,No,2.3,178.0,Rajajinagar,Casual Dining,"North Indian, Chinese, South Indian, Street Food",500.0,Delivery,Malleshwaram,409.4,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Oottupura,Yes,No,2.6,166.0,New BEL Road,Quick Bites,"Kerala, North Indian, Chinese, Rolls, Juices",350.0,Delivery,Malleshwaram,431.6,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,Global Fusion & Others
The Purple Pan,Yes,No,4.1,500.0,Rajajinagar,Casual Dining,"North Indian, Chinese",600.0,Delivery,Malleshwaram,2050.0,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Malleshwaram Holige Mane,No,No,3.5,7.0,Malleshwaram,Quick Bites,South Indian,200.0,Delivery,Malleshwaram,24.5,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Masti Masala,Yes,No,4.0,397.0,Rajajinagar,Quick Bites,North Indian,450.0,Delivery,Malleshwaram,1588.0,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Toast And Salad,Yes,No,3.6,24.0,New BEL Road,Quick Bites,Healthy Food,300.0,Delivery,Malleshwaram,86.4,Global Fusion & Others,Quick Bites & Takeaway,Global Fusion & Others
Biriyani Fest,Yes,No,2.9,33.0,New BEL Road,Delivery,"Biryani, North Indian, Chinese",700.0,Delivery,Malleshwaram,95.7,North Indian & Mughlai Cuisine,Delivery Only,Biryani & Andhra Cuisine
Donne Biryani House,Yes,No,3.8,59.0,Malleshwaram,Quick Bites,"Andhra, Biryani",300.0,Delivery,Malleshwaram,224.2,Biryani & Andhra Cuisine,Quick Bites & Takeaway,Biryani & Andhra Cuisine
BIB - Breakfast in the Box,Yes,No,3.8,39.0,Yeshwantpur,Quick Bites,"American, Sandwich",600.0,Delivery,Malleshwaram,148.2,Street Food & Snacks,Quick Bites & Takeaway,Global Fusion & Others
L J Fast Food,No,No,3.3,6.0,Malleshwaram,Quick Bites,Chinese,300.0,Delivery,Malleshwaram,19.799999999999997,Chinese & Pan-Asian Delights,Quick Bites & Takeaway,Chinese & Pan-Asian Delights
Punjab Mail,Yes,No,3.8,323.0,Malleshwaram,Casual Dining,"North Indian, Chinese, Beverages",650.0,Delivery,Malleshwaram,1227.3999999999999,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Malgudi's Donne Biriyani,Yes,No,3.8,101.0,Rajajinagar,Quick Bites,Biryani,350.0,Delivery,Malleshwaram,383.79999999999995,Biryani & Andhra Cuisine,Quick Bites & Takeaway,Biryani & Andhra Cuisine
New Prashanth Hotel,Yes,No,3.3,4.0,Rajajinagar,Quick Bites,"South Indian, Biryani",400.0,Delivery,Malleshwaram,13.2,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
SGS Non Veg - Gundu Pulav,Yes,No,3.2,7.0,Malleshwaram,Quick Bites,"Biryani, Fast Food",400.0,Delivery,Malleshwaram,22.400000000000002,Biryani & Andhra Cuisine,Quick Bites & Takeaway,Biryani & Andhra Cuisine
Chikpet Donne Biriyani Corner,Yes,No,3.2,7.0,Basaveshwara Nagar,Quick Bites,"Biryani, Kebab",400.0,Delivery,Malleshwaram,22.400000000000002,Biryani & Andhra Cuisine,Quick Bites & Takeaway,Biryani & Andhra Cuisine
